ProductID	Name	ProductNumber	Color	StandardCost	ListPrice	Size	Weight	ProductCategoryID	ProductModelID	SellStartDate	SellEndDate	DiscontinuedDate	ThumbNailPhoto	ThumbnailPhotoFileName	rowguid	ModifiedDate
726	LL Road Frame - Red, 48	FR-R38R-48	Red	187.1571	337.22	48	1070.47	18	9	2001-07-01 00:00:00.000	2003-06-30 00:00:00.000	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	35213547-275F-4767-805D-C8A4B8E13745	2004-03-11 10:01:36.827
727	LL Road Frame - Red, 52	FR-R38R-52	Red	187.1571	337.22	52	1088.62	18	9	2001-07-01 00:00:00.000	2003-06-30 00:00:00.000	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	C455E0B3-D716-419D-ABF0-7E03EFDD2E26	2004-03-11 10:01:36.827
728	LL Road Frame - Red, 58	FR-R38R-58	Red	187.1571	337.22	58	1115.83	18	9	2001-07-01 00:00:00.000	2003-06-30 00:00:00.000	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	799A56FF-5AD2-41B3-BFAC-528B477AD129	2004-03-11 10:01:36.827
729	LL Road Frame - Red, 60	FR-R38R-60	Red	187.1571	337.22	60	1124.90	18	9	2001-07-01 00:00:00.000	2003-06-30 00:00:00.000	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	1784BB14-D1F5-4B24-92DA-9127AD179302	2004-03-11 10:01:36.827
730	LL Road Frame - Red, 62	FR-R38R-62	Red	187.1571	337.22	62	1133.98	18	9	2001-07-01 00:00:00.000	2003-06-30 00:00:00.000	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	7E73AA1F-8569-4D87-9F80-AC2E513E0803	2004-03-11 10:01:36.827
731	ML Road Frame - Red, 44	FR-R72R-44	Red	352.1394	594.83	44	1006.97	18	16	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	459E041C-3234-409E-B4CD-81728F8A2398	2004-03-11 10:01:36.827
732	ML Road Frame - Red, 48	FR-R72R-48	Red	352.1394	594.83	48	1025.11	18	16	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	B673189C-C042-413B-8194-73BC44B0492C	2004-03-11 10:01:36.827
733	ML Road Frame - Red, 52	FR-R72R-52	Red	352.1394	594.83	52	1043.26	18	16	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	55EA276B-82D8-4CCB-9AB1-9B1B75B15A83	2004-03-11 10:01:36.827
734	ML Road Frame - Red, 58	FR-R72R-58	Red	352.1394	594.83	58	1070.47	18	16	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	DF4CE1E2-BA9A-4657-B999-CCFA6C55D9C1	2004-03-11 10:01:36.827
735	ML Road Frame - Red, 60	FR-R72R-60	Red	352.1394	594.83	60	1079.54	18	16	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	B2E48E8C-63A5-469A-BA4C-4F5EBB1104A4	2004-03-11 10:01:36.827
736	LL Road Frame - Black, 44	FR-R38B-44	Black	204.6251	337.22	44	1052.33	18	9	2001-07-01 00:00:00.000	NULL	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	C9967889-F490-4A66-943A-BCE432E938D8	2004-03-11 10:01:36.827
737	LL Road Frame - Black, 48	FR-R38B-48	Black	204.6251	337.22	48	1070.47	18	9	2001-07-01 00:00:00.000	NULL	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	3B5F29B6-A441-4FF7-A0FA-FAD10E2CEB4C	2004-03-11 10:01:36.827
738	LL Road Frame - Black, 52	FR-R38B-52	Black	204.6251	337.22	52	1088.62	18	9	2001-07-01 00:00:00.000	NULL	NULL	0x47494638396150003100F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	no_image_available_small.gif	18FC5D72-A012-4DC7-BB35-0D01A84D0219	2004-03-11 10:01:36.827
739	HL Mountain Frame - Silver, 42	FR-M94S-42	Silver	747.2002	1364.50	42	1233.76	16	5	2001-07-01 00:00:00.000	NULL	NULL	0x47494638396150003100F70000C1C3BDF4F4F4BBCCC9ECEAEAC2D4D1ACC2BBB5B8B4DADADAB8BAB5ABB8B4AAB5B2E8E6E6D6D5D5A8B4ADEAEAEAC7C8C4B0B2ACA6B3B3E2E2E2DFDEDEE1E0E0ECECECB3BDBBF0F0F0CDD2CCD4D9D4F4F2F3C2D2CDEAE8E8E4E2E2E6F3F3DCDCDCCADBD9F2F2F2A4A5A3F0EEEEADADACABBDBB	frame_silver_small.gif	8AE32663-8D6F-457D-8343-5B181FEC43A7	2004-03-11 10:01:36.827
740	HL Mountain Frame - Silver, 44	FR-M94S-44	Silver	706.811	1364.50	44	1251.91	16	5	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000C1C3BDF4F4F4BBCCC9ECEAEAC2D4D1ACC2BBB5B8B4DADADAB8BAB5ABB8B4AAB5B2E8E6E6D6D5D5A8B4ADEAEAEAC7C8C4B0B2ACA6B3B3E2E2E2DFDEDEE1E0E0ECECECB3BDBBF0F0F0CDD2CCD4D9D4F4F2F3C2D2CDEAE8E8E4E2E2E6F3F3DCDCDCCADBD9F2F2F2A4A5A3F0EEEEADADACABBDBB	frame_silver_small.gif	1909C60C-C490-411D-B3E6-12DDD7832482	2004-03-11 10:01:36.827
741	HL Mountain Frame - Silver, 48	FR-M94S-52	Silver	706.811	1364.50	48	1270.05	16	5	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000C1C3BDF4F4F4BBCCC9ECEAEAC2D4D1ACC2BBB5B8B4DADADAB8BAB5ABB8B4AAB5B2E8E6E6D6D5D5A8B4ADEAEAEAC7C8C4B0B2ACA6B3B3E2E2E2DFDEDEE1E0E0ECECECB3BDBBF0F0F0CDD2CCD4D9D4F4F2F3C2D2CDEAE8E8E4E2E2E6F3F3DCDCDCCADBD9F2F2F2A4A5A3F0EEEEADADACABBDBB	frame_silver_small.gif	B181EC1F-CA20-4724-B2EB-15F3E455142E	2004-03-11 10:01:36.827
742	HL Mountain Frame - Silver, 46	FR-M94S-46	Silver	747.2002	1364.50	46	1288.20	16	5	2001-07-01 00:00:00.000	NULL	NULL	0x47494638396150003100F70000C1C3BDF4F4F4BBCCC9ECEAEAC2D4D1ACC2BBB5B8B4DADADAB8BAB5ABB8B4AAB5B2E8E6E6D6D5D5A8B4ADEAEAEAC7C8C4B0B2ACA6B3B3E2E2E2DFDEDEE1E0E0ECECECB3BDBBF0F0F0CDD2CCD4D9D4F4F2F3C2D2CDEAE8E8E4E2E2E6F3F3DCDCDCCADBD9F2F2F2A4A5A3F0EEEEADADACABBDBB	frame_silver_small.gif	A189D86E-D923-4336-B13D-A5DB6F426540	2004-03-11 10:01:36.827
743	HL Mountain Frame - Black, 42	FR-M94B-42	Black	739.041	1349.60	42	1233.76	16	5	2001-07-01 00:00:00.000	NULL	NULL	0x47494638396150003100F70000ECECECD1D1D1A3A3A3DCDCDCE3E2E25B5B5A858483C4C4C4F3F2F26B6C6AF4F2F3E5E4E4E5E2E3EAE8E8535452F5F3F38B8C89F0EEEEE6E6E6BDBDBCE2DCDCE8E6E79393937D7D7CD8D8D8EEEEEE9B9B9BDEDCDEEDEAEA444543E6E4E43C3D3AF9F2F1DCDBDCD4D5D4EFECECDBD4D5F2F0F1	frame_black_small.gif	27DB28F8-5AB8-4091-B94E-6F1B2D8E7AB0	2004-03-11 10:01:36.827
744	HL Mountain Frame - Black, 44	FR-M94B-44	Black	699.0928	1349.60	44	1251.91	16	5	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000ECECECD1D1D1A3A3A3DCDCDCE3E2E25B5B5A858483C4C4C4F3F2F26B6C6AF4F2F3E5E4E4E5E2E3EAE8E8535452F5F3F38B8C89F0EEEEE6E6E6BDBDBCE2DCDCE8E6E79393937D7D7CD8D8D8EEEEEE9B9B9BDEDCDEEDEAEA444543E6E4E43C3D3AF9F2F1DCDBDCD4D5D4EFECECDBD4D5F2F0F1	frame_black_small.gif	CB443286-6B25-409F-A10B-1AD4EEB4BD4E	2004-03-11 10:01:36.827
745	HL Mountain Frame - Black, 48	FR-M94B-48	Black	699.0928	1349.60	48	1270.05	16	5	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000ECECECD1D1D1A3A3A3DCDCDCE3E2E25B5B5A858483C4C4C4F3F2F26B6C6AF4F2F3E5E4E4E5E2E3EAE8E8535452F5F3F38B8C89F0EEEEE6E6E6BDBDBCE2DCDCE8E6E79393937D7D7CD8D8D8EEEEEE9B9B9BDEDCDEEDEAEA444543E6E4E43C3D3AF9F2F1DCDBDCD4D5D4EFECECDBD4D5F2F0F1	frame_black_small.gif	1FEE0573-6676-432D-8D6D-41BA9FAA5865	2004-03-11 10:01:36.827
746	HL Mountain Frame - Black, 46	FR-M94B-46	Black	739.041	1349.60	46	1288.20	16	5	2001-07-01 00:00:00.000	NULL	NULL	0x47494638396150003100F70000ECECECD1D1D1A3A3A3DCDCDCE3E2E25B5B5A858483C4C4C4F3F2F26B6C6AF4F2F3E5E4E4E5E2E3EAE8E8535452F5F3F38B8C89F0EEEEE6E6E6BDBDBCE2DCDCE8E6E79393937D7D7CD8D8D8EEEEEE9B9B9BDEDCDEEDEAEA444543E6E4E43C3D3AF9F2F1DCDBDCD4D5D4EFECECDBD4D5F2F0F1	frame_black_small.gif	50ABEBCB-451E-42B9-8DBB-E5C4A34470E9	2004-03-11 10:01:36.827
747	HL Mountain Frame - Black, 38	FR-M94B-38	Black	739.041	1349.60	38	1215.62	16	5	2001-07-01 00:00:00.000	NULL	NULL	0x47494638396150003100F70000ECECECD1D1D1A3A3A3DCDCDCE3E2E25B5B5A858483C4C4C4F3F2F26B6C6AF4F2F3E5E4E4E5E2E3EAE8E8535452F5F3F38B8C89F0EEEEE6E6E6BDBDBCE2DCDCE8E6E79393937D7D7CD8D8D8EEEEEE9B9B9BDEDCDEEDEAEA444543E6E4E43C3D3AF9F2F1DCDBDCD4D5D4EFECECDBD4D5F2F0F1	frame_black_small.gif	0C548577-3171-4CE2-B9A0-1ED526849DE8	2004-03-11 10:01:36.827
748	HL Mountain Frame - Silver, 38	FR-M94S-38	Silver	747.2002	1364.50	38	1215.62	16	5	2001-07-01 00:00:00.000	NULL	NULL	0x47494638396150003100F70000C1C3BDF4F4F4BBCCC9ECEAEAC2D4D1ACC2BBB5B8B4DADADAB8BAB5ABB8B4AAB5B2E8E6E6D6D5D5A8B4ADEAEAEAC7C8C4B0B2ACA6B3B3E2E2E2DFDEDEE1E0E0ECECECB3BDBBF0F0F0CDD2CCD4D9D4F4F2F3C2D2CDEAE8E8E4E2E2E6F3F3DCDCDCCADBD9F2F2F2A4A5A3F0EEEEADADACABBDBB	frame_silver_small.gif	F246ACAA-A80B-40EC-9208-02EDEF885129	2004-03-11 10:01:36.827
749	Road-150 Red, 62	BK-R93R-62	Red	2171.2942	3578.27	62	6803.85	6	25	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000920407C6BCC339343A585459D0162DF9F9FDF9F9F9DCDBDBDBE4E8A92E37F978885B2129D3CACEC4C1C5F9EBEC876A6F484349A8454DF4F4FAEDEDF5F1F1F1E3E3E4EEEDF8C66A76665D64837D83F0EEF4E0DEE4BDC5CEE7000F70859FE9F3F6A03946D4D2D4F5F5FCCCC9D5CD354F2A242A	superlight_red_small.gif	BC621E1F-2553-4FDC-B22E-5E44A9003569	2004-03-11 10:01:36.827
750	Road-150 Red, 44	BK-R93R-44	Red	2171.2942	3578.27	44	6245.93	6	25	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000920407C6BCC339343A585459D0162DF9F9FDF9F9F9DCDBDBDBE4E8A92E37F978885B2129D3CACEC4C1C5F9EBEC876A6F484349A8454DF4F4FAEDEDF5F1F1F1E3E3E4EEEDF8C66A76665D64837D83F0EEF4E0DEE4BDC5CEE7000F70859FE9F3F6A03946D4D2D4F5F5FCCCC9D5CD354F2A242A	superlight_red_small.gif	C19E1136-5DA4-4B40-8758-54A85D7EA494	2004-03-11 10:01:36.827
751	Road-150 Red, 48	BK-R93R-48	Red	2171.2942	3578.27	48	6409.23	6	25	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000920407C6BCC339343A585459D0162DF9F9FDF9F9F9DCDBDBDBE4E8A92E37F978885B2129D3CACEC4C1C5F9EBEC876A6F484349A8454DF4F4FAEDEDF5F1F1F1E3E3E4EEEDF8C66A76665D64837D83F0EEF4E0DEE4BDC5CEE7000F70859FE9F3F6A03946D4D2D4F5F5FCCCC9D5CD354F2A242A	superlight_red_small.gif	D10B7CC1-455E-435B-A08F-EC5B1C5776E9	2004-03-11 10:01:36.827
752	Road-150 Red, 52	BK-R93R-52	Red	2171.2942	3578.27	52	6540.77	6	25	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000920407C6BCC339343A585459D0162DF9F9FDF9F9F9DCDBDBDBE4E8A92E37F978885B2129D3CACEC4C1C5F9EBEC876A6F484349A8454DF4F4FAEDEDF5F1F1F1E3E3E4EEEDF8C66A76665D64837D83F0EEF4E0DEE4BDC5CEE7000F70859FE9F3F6A03946D4D2D4F5F5FCCCC9D5CD354F2A242A	superlight_red_small.gif	5E085BA0-3CD5-487F-85BB-79ED1C701F23	2004-03-11 10:01:36.827
753	Road-150 Red, 56	BK-R93R-56	Red	2171.2942	3578.27	56	6658.70	6	25	2001-07-01 00:00:00.000	2002-06-30 00:00:00.000	NULL	0x47494638396150003100F70000920407C6BCC339343A585459D0162DF9F9FDF9F9F9DCDBDBDBE4E8A92E37F978885B2129D3CACEC4C1C5F9EBEC876A6F484349A8454DF4F4FAEDEDF5F1F1F1E3E3E4EEEDF8C66A76665D64837D83F0EEF4E0DEE4BDC5CEE7000F70859FE9F3F6A03946D4D2D4F5F5FCCCC9D5CD354F2A242A	superlight_red_small.gif	30819B88-F0D3-4E7A-8105-19F6FAC2CEFB	2004-03-11 10:01:36.827
